Area,Perimetro,LongitudEjeMayor,LongitudEjeMenor,RelacionAspecto,Excentricidad,AreaConvexa,DiametroEquivalente,Medida,Solidez,Redondez,Compacidad,FactorForma1,FactorForma2,FactorForma3,FactorForma4,Secado_Honey,Secado_Lavado,Secado_Natural
31498.0,677257.0,257.4966031,156.238759,1.0,0.794884731,31982.0,200.2610775,0.690004162,0.984866487,0.862950406,0.777723182,0.008175014,0.001844881,0.604853348,0.996856884,False,False,True
195455.0,1716411.0,633.8275833,396.8950789,1.0,0.779672291,198403.0,498.859735,0.759024962,0.985141354,0.833708195,0.787059049,0.003242831,0.000767597,0.619461947,0.9892591,False,True,False
68451.0,1002041.0,384.8935977,228.0712058,1.0,0.805528886,69370.0,295.2194439,0.720233586,0.986752198,0.856680098,0.76701573,0.005622907,0.001200488,0.588313131,0.992838866,False,False,True
75351.0,1095258.0,408.4086836,236.0432439,1.0,0.816066202,76285.0,309.7416229,0.794305532,0.98775644,0.789343462,0.758410963,0.005420083,0.001106125,0.575187188,0.995205109,False,True,False
56048.0,923044.0,361.6974023,198.1254406,1.0,0.836631764,56744.0,267.1376611,0.671555236,0.987734386,0.826656675,0.738566712,0.006453351,0.00118447,0.545480788,0.99582862,False,False,True
33849.0,695046.0,262.3385359,166.2995695,1.0,0.773405109,34268.0,207.6003019,0.689922955,0.987772849,0.880498479,0.79134505,0.00775026,0.00187482,0.626226989,0.987876709,False,False,True
51207.0,882113.0,355.7001407,184.5363073,1.0,0.854897222,51845.0,255.3405126,0.735415769,0.988258286,0.826971899,0.71785328,0.006946319,0.00113783,0.515313331,0.993284341,False,False,True
29651.0,641489.0,244.368005,155.0088954,1.0,0.773065948,29936.0,194.300864,0.709167444,0.99047969,0.905463152,0.795115809,0.008241476,0.002031919,0.63220915,0.996663374,False,False,True
68552.0,1014755.0,390.4415269,226.0322675,1.0,0.815388241,69827.0,295.437163,0.761485826,0.981740587,0.836580224,0.75667454,0.005695553,0.001151734,0.57255636,0.989017108,False,True,False
39581.0,717629.0,237.0136344,212.803796,0.0,0.44029196,39918.0,224.4907446,0.775322716,0.991557693,0.965821047,0.947163842,0.006643746,0.002972807,0.897119344,0.999181031,False,True,False
43844.0,826338.0,338.9045386,165.7581755,1.0,0.872227774,44434.0,236.2708501,0.822619986,0.98672188,0.806871886,0.697160478,0.007729781,0.001126362,0.486032732,0.993728956,False,True,False
62646.0,954496.0,374.7266241,215.0731285,1.0,0.818892622,63615.0,282.4240863,0.790625473,0.984767743,0.864082053,0.753680332,0.005981653,0.001190556,0.568034042,0.989698158,False,True,False
43098.0,778746.0,294.8125659,186.5086959,1.0,0.774450243,43585.0,234.2521673,0.754318719,0.988826431,0.893049071,0.801781563,0.006840516,0.001681973,0.63135737,0.997980739,False,True,False
34060.0,662146.0,220.4383774,196.882203,0.0,0.449779934,34367.0,208.2463418,0.789083496,0.991067012,0.976218398,0.944691865,0.00647206,0.003179677,0.892442719,0.99921995,False,True,False
56413.0,929481.0,377.8808379,191.039673,1.0,0.862794185,57007.0,268.0060866,0.661239656,0.988258286,0.820555624,0.709234393,0.006698471,0.00170134,0.503013424,0.994972045,False,False,True
40318.0,756566.0,280.4040598,183.9231186,1.0,0.754828902,40856.0,226.571119,0.706453365,0.986831799,0.885146597,0.808016543,0.006954811,0.001828715,0.652890733,0.995379013,False,False,True
66235.0,982152.0,387.1243739,219.4597449,1.0,0.823788506,67073.0,290.4014829,0.755184877,0.98750615,0.862859319,0.750150346,0.00584471,0.001141658,0.562725541,0.992641146,False,True,False
76163.0,1067403.0,370.0119166,262.940445,1.0,0.703568986,77251.0,311.4060748,0.777094174,0.988258286,0.840034394,0.841610934,0.004858158,0.001503477,0.708308965,0.9964274545,False,True,False
65757.0,997586.0,392.3467629,214.5200565,1.0,0.837288479,66564.0,289.3517111,0.811213916,0.98787633,0.830330831,0.737489737,0.005966616,0.001088759,0.543891113,0.994750426,False,True,False
47174.0,808254.0,300.4657223,200.6071324,1.0,0.744471743,47646.0,245.0791755,0.751752932,0.990093607,0.907437749,0.815664342,0.006369308,0.001739073,0.665308318,0.996486725,False,True,False
56476.0,974851.0,385.3473998,187.3475372,1.0,0.873859644,57232.0,268.1556946,0.779022291,0.986790607,0.746787965,0.695880379,0.006823206,0.000986976,0.484249502,0.996032769,False,True,False
48324.0,812215.0,285.3797054,216.0143229,1.0,0.653488405,48849.0,248.0484383,0.776700902,0.989252595,0.9205147,0.869187379,0.005905548,0.002079187,0.755486701,0.998084614,False,False,False
47248.0,862652.0,355.814153,170.2606043,1.0,0.878082143,47697.0,245.2713233,0.603954954,0.988258286,0.797851428,0.689324247,0.007530777,0.00170134,0.475167918,0.993015801,False,False,True
105090.0,1256.75,484.584268,279.6665078,1.0,0.816654639,107776.0,365.7933074,0.779021497,0.975077939,0.83612935,0.754860055,0.004611136,0.000923535,0.569813703,0.987328653,False,True,False
66693.0,985429.0,373.9074215,227.7686069,1.0,0.793049068,67361.0,291.4037834,0.808302024,0.988258286,0.863056921,0.779347418,0.005606397,0.001275816,0.607382397,0.997085547,False,False,False
62296.0,970321.0,376.031819,211.9689307,1.0,0.825979979,63057.0,281.6340368,0.81117752,0.987931554,0.831455795,0.748963313,0.006036211,0.001171619,0.560946044,0.995115465,False,True,False
43360.0,780042.0,288.6251504,193.7335965,1.0,0.741249965,43971.0,234.9631177,0.771942318,0.986104478,0.895494996,0.814077073,0.006656484,0.001803378,0.662721481,0.98732533,False,True,False
28018.0,622769.0,230.3662281,155.6271652,1.0,0.737301213,28453.0,188.8746292,0.773144954,0.98471163,0.907805945,0.819888535,0.00822208,0.002291821,0.672217209,0.9964274545,False,True,False
79038.0,1121923.0,414.3293352,244.2396526,1.0,0.80778157,80260.0,317.2291083,0.704890839,0.984774483,0.789077579,0.765644818,0.005242154,0.001111217,0.586211987,0.994452867,False,False,True
38702.0,714602.0,251.9059627,195.8963011,0.0,0.628689445,39018.0,221.9840464,0.79300877,0.991901174,0.952389981,0.881217912,0.006508862,0.00242113,0.776545008,0.998570758,False,True,False
42504.0,784858.0,307.9478154,176.2837941,1.0,0.819941745,42894.0,232.6322712,0.702255266,0.988258286,0.867076644,0.755427574,0.007245149,0.001455454,0.57067082,0.996897266,False,False,True
23343.0,563168.0,206.9409613,143.9138028,1.0,0.71858987,23653.0,172.3984649,0.721554202,0.988258286,0.924891088,0.833080429,0.008865226,0.002634009,0.694023002,0.997970899,False,False,True
43925.0,774095.0,292.2431711,192.0363346,1.0,0.753793433,44336.0,236.4889997,0.714506474,0.990729881,0.92115584,0.809219934,0.006653231,0.001759862,0.654836902,0.996538563,False,False,True
47977.0,871.47,361.1227245,169.52872,1.0,0.882959563,48578.0,247.1562535,0.71973777,0.987628144,0.793849306,0.684410691,0.006643746,0.001018752,0.468417994,0.99780369,False,False,True
43334.0,751813.0,263.4882989,209.768898,0.0,0.605135819,43677.0,234.8926615,0.781637807,0.992146897,0.963427372,0.891472838,0.006643746,0.002368889,0.79472382,0.998243445,False,True,False
42795.0,767708.0,282.042444,194.2409531,1.0,0.725052071,43198.0,233.4272613,0.721183013,0.990670864,0.912453544,0.827631678,0.006643746,0.001907434,0.684974195,0.994598682,False,False,True
32952.0,713957.0,249.4059194,168.9680807,1.0,0.735539133,33439.0,204.8311243,0.783899515,0.988258286,0.81235813,0.821276114,0.007568764,0.002124034,0.674494455,0.995589872,False,True,False
51901.0,839556.0,286.7706676,230.5993145,0.0,0.594460947,52463.0,257.0649832,0.757678832,0.988258286,0.925307858,0.8964131,0.00552534,0.002200754,0.803556446,0.999293598,False,True,False
46063.0,792738.0,288.9321891,203.5215767,1.0,0.709810993,46480.0,242.1760375,0.790631812,0.991028399,0.921091406,0.838176038,0.006272544,0.001909697,0.702539071,0.997369197,False,True,False
47264.0,848013.0,347.8307664,174.3902443,1.0,0.865235765,47768.0,245.3128489,0.650347437,0.989449004,0.825914931,0.705264952,0.007359317,0.001123121,0.497398653,0.9964274545,False,False,True
30431.0,635556.0,233.0117345,166.5733284,1.0,0.699256372,30752.0,196.8399161,0.793589944,0.989561655,0.946713221,0.844763962,0.007657052,0.002405375,0.713626152,0.99825866,False,True,False
53811.0,903458.0,368.7020375,186.5242768,1.0,0.862595449,54433.0,261.7523508,0.638713813,0.988573108,0.828447499,0.709929222,0.006851797,0.001073605,0.503999501,0.996254461,False,False,True
34821.0,693661.0,263.3403706,168.5880967,1.0,0.768215901,35164.0,210.5599064,0.767252776,0.988258286,0.909403346,0.799573214,0.007562688,0.001906729,0.639317324,0.9964274545,False,False,False
28192.0,625.45,233.6954694,154.2326296,1.0,0.751289582,28568.0,189.4602049,0.712783172,0.988258286,0.905629492,0.810714069,0.008289425,0.002208895,0.657257302,0.9964274545,False,False,True
62209.0,977978.0,344.174161,231.3978415,1.0,0.740253597,63383.0,281.4373089,0.779874135,0.981477683,0.817344065,0.801781563,0.005532546,0.001525873,0.668662263,0.994548056,False,True,False
32539.0,665734.0,246.7348621,168.2334833,1.0,0.731502155,32911.0,203.5434635,0.779507941,0.988258286,0.922598174,0.824948132,0.007582743,0.00216627,0.68053942,0.99809382,False,True,False
36686.0,711386.0,263.1635654,177.705232,1.0,0.7375749,37109.0,216.1251164,0.750286322,0.988601148,0.910960608,0.821257745,0.007173406,0.002012904,0.674464284,0.998813731,False,True,False
58604.0,965098.0,398.5784151,189.1945252,1.0,0.880162072,59291.0,273.160997,0.600161807,0.988413081,0.790668237,0.685338158,0.006801215,0.00092552,0.469688391,0.989498266,False,False,True
27252.0,609442.0,227.531549,152.6731726,1.0,0.741459325,27549.0,186.2748616,0.713814239,0.988258286,0.92202667,0.818677069,0.008349169,0.002313521,0.670232143,0.998858903,False,False,True
40741.0,754687.0,284.581281,183.2881508,1.0,0.764972815,41265.0,227.7565637,0.785081127,0.987301587,0.898892611,0.800321662,0.006985132,0.001767717,0.640514762,0.994491519,False,True,False
39277.0,720153.0,256.9960951,194.8667003,1.0,0.651966573,39599.0,223.6269876,0.772773777,0.991868482,0.951696834,0.870157142,0.00654317,0.002313975,0.757173452,0.998583237,False,True,False
40896.0,760258.0,286.5936294,183.3447328,1.0,0.768593357,41290.0,228.1894047,0.812750904,0.988258286,0.889137032,0.796212411,0.007007865,0.001737326,0.633954204,0.990959671,False,True,False
35454.0,677189.0,235.5324639,191.8532649,0.0,0.580091585,35744.0,212.4651379,0.781699923,0.99188675,0.971527984,0.902063072,0.006643326,0.00170134,0.813717786,0.99897677,False,True,False
43629.0,792654.0,295.0560665,189.2264858,1.0,0.767270323,44322.0,235.6908316,0.766321817,0.984364424,0.87260523,0.798800155,0.006643746,0.001698485,0.642988899,0.994944613,False,True,False
38427.0,756323.0,306.5338861,160.5917844,1.0,0.851782424,38773.0,221.1939782,0.796976108,0.991076264,0.844173528,0.721597149,0.007977044,0.001334139,0.520702445,0.993904791,False,True,False
42802.0,793323.0,300.6881075,182.6955482,1.0,0.794249664,43471.0,233.4463514,0.765031815,0.98461043,0.854621542,0.776373743,0.007025095,0.001574401,0.602756188,0.992041784,False,True,False
23947.0,577697.0,221.9711354,138.0963479,1.0,0.782908782,24185.0,174.6146253,0.784633028,0.99015919,0.901697268,0.786654648,0.009269267,0.002189584,0.642988899,0.994678054,False,True,False
49556.0,837728.0,312.0204603,203.3490857,1.0,0.758462098,50121.0,251.1904833,0.712216154,0.98872728,0.887360404,0.80504491,0.006296321,0.00163135,0.648097307,0.99444568,False,False,False
59944.0,997437.0,401.0324375,191.9145798,1.0,0.878059615,60967.0,276.266305,0.60184739,0.983220431,0.757154721,0.688887679,0.006690118,0.00092941,0.474566234,0.991672721,False,False,False
50721.0,860619.0,332.1692289,195.4687127,1.0,0.808525437,51362.0,254.1259195,0.775550459,0.988258286,0.860549411,0.765049551,0.006548949,0.001383916,0.585300816,0.99462936,False,True,False
53042.0,896923.0,359.6497681,189.1927189,1.0,0.850455434,53863.0,259.8753007,0.811536108,0.984757626,0.828551358,0.722578808,0.006780471,0.001140199,0.522120134,0.992534946,False,True,False
59385.0,910603.0,310.991389,243.6819281,0.0,0.621309979,60094.0,274.975145,0.790882576,0.988201817,0.899970909,0.884188935,0.005236868,0.001974384,0.781790073,0.997734968,False,True,False
34584.0,704813.0,272.4483634,161.9722227,1.0,0.804091076,34940.0,209.8421226,0.678170837,0.989811105,0.87485741,0.770208784,0.007877873,0.001710104,0.593221571,0.99783928,False,False,True
48758.0,828828.0,314.2082364,198.3686613,1.0,0.775515401,49294.0,249.1598156,0.788964401,0.989126466,0.891922087,0.792976717,0.00644424,0.001571785,0.628812073,0.996013842,False,True,False
35099.0,687327.0,248.991697,179.8896115,1.0,0.691399835,35472.0,211.3987578,0.766839265,0.988258286,0.933636449,0.849019306,0.007093983,0.002273737,0.720833782,0.997732026,False,True,False
84609.0,1209172.0,446.1431863,242.5924277,1.0,0.839244238,85785.0,328.2187146,0.774020913,0.988258286,0.727193959,0.735680214,0.005272999,0.000952782,0.541225377,0.995348521,False,True,False
51492.0,867948.0,347.5726681,189.2910008,1.0,0.83869045,51991.0,256.050094,0.704019688,0.990402185,0.85893878,0.736680751,0.006750032,0.00170134,0.542698528,0.9964274545,False,False,True
70943.0,1038435.0,399.6836586,228.3168419,1.0,0.820780382,72323.0,300.5452263,0.776113688,0.980918933,0.826724444,0.751957754,0.00563387,0.001111118,0.565440464,0.989840747,False,True,False
38769.0,741738.0,275.503958,179.8417254,1.0,0.757553006,39293.0,222.1761101,0.70822601,0.986664291,0.885509868,0.806435275,0.007106295,0.001853963,0.650337853,0.996268536,False,False,True
41447.0,731549.0,243.1560192,217.1616782,0.0,0.449866048,41752.0,229.7214823,0.794460418,0.992694961,0.973231424,0.944749314,0.005866674,0.002882956,0.892551266,0.999390015,False,True,False
32631.0,680271.0,260.416177,159.8152776,1.0,0.789545661,33004.0,203.8310074,0.803600453,0.988258286,0.886086934,0.78271254,0.007980637,0.001847679,0.612638921,0.998284319,False,True,False
82134.0,1100982.0,433.7330939,243.381292,1.0,0.827726685,83687.0,323.3825239,0.765661123,0.981442757,0.851475979,0.745579548,0.005280798,0.001006596,0.555888862,0.990657063,False,True,False
72464.0,1020117.0,385.2464013,241.9811373,1.0,0.778116134,73680.0,303.7499471,0.797561002,0.9834962,0.875048646,0.788456287,0.005316383,0.001267379,0.621663316,0.989719935,False,True,False
45482.0,809278.0,312.2614048,186.500843,1.0,0.80204865,46079.0,240.6438883,0.756117835,0.988258286,0.872677842,0.770648837,0.006865604,0.00170134,0.593899629,0.99437584,False,True,False
201491.0,1671.7,610.8914983,421.5739849,1.0,0.723717519,203393.0,506.504007,0.796800791,0.990648646,0.906043046,0.829122698,0.003031855,0.000883819,0.687444448,0.99615722,False,False,False
31901.0,658995.0,240.8731705,169.1496358,1.0,0.71194496,32340.0,201.5381222,0.744098712,0.986425479,0.923102489,0.836698092,0.007550646,0.002282648,0.700063698,0.996907629,False,False,True
47855.0,851869.0,342.4300513,179.84806,1.0,0.850971981,48436.0,246.8418085,0.781025591,0.98800479,0.828688965,0.72085323,0.007155575,0.00170134,0.519629379,0.989372445,False,True,False
42339.0,741226.0,260.1993305,207.3063941,0.0,0.604346666,42676.0,232.1802944,0.771202186,0.988258286,0.968387491,0.892317032,0.006145618,0.002403378,0.796229686,0.9964274545,False,True,False
37206.0,717474.0,276.2137992,171.7607535,1.0,0.783144415,37589.0,217.6514427,0.736898396,0.989810849,0.908260674,0.787981785,0.007423905,0.001765537,0.620915294,0.998513158,False,False,True
42767.0,763098.0,250.3744491,217.5897168,0.0,0.494711622,43298.0,233.3508852,0.777581818,0.987736154,0.92290717,0.932007583,0.005854384,0.002724826,0.868638135,0.999517798,False,True,False
28336.0,623075.0,234.7399309,154.2390893,1.0,0.753835051,28619.0,189.9434541,0.812292168,0.990111464,0.917207834,0.809165502,0.008284159,0.002190673,0.65474881,0.996476905,False,True,False
142238.0,1425362.0,516.4426267,351.4148645,1.0,0.732791853,143764.0,425.5620359,0.767464321,0.988258286,0.879782154,0.824025775,0.003630834,0.001032641,0.679018478,0.997892013,False,True,False
45440.0,799876.0,306.0673646,189.8177577,1.0,0.784457215,46013.0,240.5327523,0.728485315,0.987546998,0.892488964,0.785881737,0.006735637,0.001584847,0.617610105,0.995851492,False,False,True
59179.0,952913.0,382.2096414,199.5902141,1.0,0.85282251,59861.0,274.4978015,0.624626621,0.988606939,0.818975637,0.718186492,0.006458535,0.001059895,0.515791837,0.987726848,False,False,True
81272.0,1094556.0,422.5549309,246.9473155,1.0,0.811455145,82543.0,321.681091,0.803202056,0.988258286,0.852461628,0.761276387,0.006643746,0.001077188,0.579541737,0.991661797,False,True,False
39956.0,745166.0,273.867402,186.5640013,1.0,0.732078592,40504.0,225.5516776,0.795999681,0.988258286,0.904244356,0.823579864,0.006854225,0.001945185,0.678283792,0.995689514,False,True,False
39295.0,732803.0,244.1990998,205.4712787,0.0,0.540399095,39881.0,223.678224,0.805390449,0.985306286,0.919544349,0.91596662,0.006214508,0.002698392,0.838994849,0.9964274545,False,True,False
162866.0,1518137.0,572.2055991,363.5925914,1.0,0.772164249,164395.0,455.3761431,0.811566616,0.990699231,0.888011038,0.795826087,0.006643746,0.000869309,0.633339161,0.996720568,False,True,False
45720.0,860356.0,342.495294,171.5549295,1.0,0.865506792,46478.0,241.2726922,0.63690186,0.988258286,0.776175093,0.704455496,0.007491148,0.00170134,0.496257546,0.9964274545,False,False,True
39028.0,733184.0,272.167639,183.2053668,1.0,0.739520281,39505.0,222.9170091,0.766969304,0.987925579,0.912347324,0.819043035,0.006973651,0.001935828,0.670831493,0.9964274545,False,True,False
44193.0,808541.0,308.8719473,183.4686893,1.0,0.804468022,44887.0,237.2093489,0.724748676,0.984538953,0.849491923,0.767986057,0.00698916,0.001499747,0.589802583,0.992940393,False,False,True
66372.0,1013706.0,392.7459887,218.056199,1.0,0.831710712,67804.0,290.7016599,0.748925223,0.978880302,0.811653628,0.740177286,0.005917344,0.001095594,0.547862414,0.986767478,False,False,True
35020.0,692668.0,254.0299223,176.1222532,1.0,0.720636561,35432.0,211.1607181,0.794050291,0.988372093,0.917224733,0.831243485,0.007253853,0.002136296,0.690965732,0.996614386,False,True,False
34089.0,681059.0,253.0028083,172.2909611,1.0,0.732297939,34434.0,208.3349775,0.767303667,0.989980833,0.923537751,0.801781563,0.007421831,0.002104933,0.678068698,0.995718427,False,True,False
35131.0,684.17,234.5230255,190.924541,0.0,0.580728621,35466.0,211.4951027,0.749989326,0.988258286,0.943131656,0.901809544,0.006675672,0.002723542,0.813260453,0.998972165,True,False,False
43784.0,777273.0,282.3071269,197.9620172,1.0,0.712935851,44234.0,236.1091278,0.733769063,0.98982683,0.910705869,0.836355534,0.006447724,0.001946032,0.699490579,0.997520526,False,False,True
55607.0,898497.0,311.4197591,228.7198652,1.0,0.678671061,56424.0,266.084632,0.75650636,0.985520346,0.865577715,0.854424371,0.00560037,0.001841158,0.730041006,0.994007207,False,True,False
27059.0,616194.0,221.0291214,156.2557684,1.0,0.707267005,27496.0,185.6140858,0.795244813,0.984106779,0.89554348,0.839772083,0.008168414,0.002505897,0.705217152,0.997553749,False,True,False
56525.0,872803.0,320.9125419,225.0322995,1.0,0.712938806,57058.0,268.2719987,0.786511382,0.990658628,0.932433728,0.835966077,0.005677356,0.001710332,0.698839281,0.996596003,False,True,False
60670.0,989284.0,402.3994329,192.5597288,1.0,0.878071843,61470.0,277.9342425,0.616734267,0.986985521,0.779007948,0.690692431,0.006632593,0.000931112,0.477056034,0.996922248,False,False,True
29261.0,633967.0,231.707309,161.3029874,1.0,0.717896589,29600.0,193.0188134,0.772506468,0.988547297,0.91488335,0.833028592,0.007918639,0.002352177,0.693936635,0.996820908,False,True,False
40459.0,726133.0,250.0517074,206.2642772,0.0,0.565298386,40829.0,226.9669552,0.758568322,0.988258286,0.964256688,0.907680086,0.006180373,0.00258777,0.823883138,0.998783639,False,True,False
39370.0,743739.0,277.1816325,181.3831739,1.0,0.756162564,39933.0,223.8915829,0.716339156,0.985901385,0.894404896,0.807743215,0.007040428,0.001848724,0.652449101,0.997043458,False,False,True
84569.0,1198651.0,418.4177751,260.8692699,1.0,0.781850438,86785.0,328.1411206,0.681898081,0.974465633,0.739665828,0.784242784,0.00494765,0.001154465,0.615036744,0.986479956,False,False,True
48682.0,848981.0,334.1361351,186.1810871,1.0,0.830377455,49179.0,248.9655549,0.643431139,0.98989406,0.848754977,0.745102157,0.006863648,0.001304963,0.555177224,0.996367433,False,False,True
23018.0,578382.0,203.7609998,144.2976069,1.0,0.706041077,23465.0,171.1941233,0.781994225,0.988258286,0.864665065,0.840171198,0.008852246,0.002720849,0.705887642,0.996775863,False,True,False
130070.0,1362228.0,486.7062302,343.114783,1.0,0.709234078,131860.0,406.9524144,0.751536933,0.986424996,0.88082047,0.836135618,0.003741879,0.001128175,0.699122771,0.991701393,False,True,False
34521.0,667908.0,224.7553177,195.6829765,0.0,0.491904913,34830.0,209.6509059,0.78580046,0.991128338,0.972433566,0.932796198,0.006510684,0.003040559,0.870108747,0.999379565,False,True,False
69824.0,1055572.0,389.0487083,229.1127995,1.0,0.808202134,70943.0,298.1655211,0.688395938,0.984226774,0.78747879,0.766396379,0.005571848,0.001185749,0.587363409,0.997381971,False,False,True
