Perimetro,DiametroEquivalente,Medida,Solidez,Redondez,FactorForma3,FactorForma4,RelacionAspecto,Secado_Honey,Secado_Lavado,Secado_Natural
1002041.0,295.2194439,0.720233586,0.986752198,0.856680098,0.588313131,0.992838866,1.0,False,False,True
1095258.0,309.7416229,0.794305532,0.98775644,0.789343462,0.575187188,0.995205109,1.0,False,True,False
923044.0,267.1376611,0.671555236,0.987734386,0.826656675,0.545480788,0.99582862,1.0,False,False,True
695046.0,207.6003019,0.689922955,0.987772849,0.880498479,0.626226989,0.987876709,1.0,False,False,True
882113.0,255.3405126,0.735415769,0.988258286,0.826971899,0.515313331,0.993284341,1.0,False,False,True
641489.0,194.300864,0.709167444,0.99047969,0.905463152,0.63220915,0.996663374,1.0,False,False,True
1014755.0,295.437163,0.761485826,0.981740587,0.836580224,0.57255636,0.989017108,1.0,False,True,False
717629.0,224.4907446,0.775322716,0.991557693,0.965821047,0.897119344,0.999181031,0.0,False,True,False
826338.0,236.2708501,0.822619986,0.98672188,0.806871886,0.486032732,0.993728956,1.0,False,True,False
954496.0,282.4240863,0.790625473,0.984767743,0.864082053,0.568034042,0.989698158,1.0,False,True,False
778746.0,234.2521673,0.754318719,0.988826431,0.893049071,0.63135737,0.997980739,1.0,False,True,False
662146.0,208.2463418,0.789083496,0.991067012,0.976218398,0.892442719,0.99921995,0.0,False,True,False
929481.0,268.0060866,0.661239656,0.988258286,0.820555624,0.503013424,0.994972045,1.0,False,False,True
756566.0,226.571119,0.706453365,0.986831799,0.885146597,0.652890733,0.995379013,1.0,False,False,True
982152.0,290.4014829,0.755184877,0.98750615,0.862859319,0.562725541,0.992641146,1.0,False,True,False
1067403.0,311.4060748,0.777094174,0.988258286,0.840034394,0.708308965,0.9964274545,1.0,False,True,False
997586.0,289.3517111,0.811213916,0.98787633,0.830330831,0.543891113,0.994750426,1.0,False,True,False
808254.0,245.0791755,0.751752932,0.990093607,0.907437749,0.665308318,0.996486725,1.0,False,True,False
974851.0,268.1556946,0.779022291,0.986790607,0.746787965,0.484249502,0.996032769,1.0,False,True,False
812215.0,248.0484383,0.776700902,0.989252595,0.9205147,0.755486701,0.998084614,1.0,False,False,False
862652.0,245.2713233,0.603954954,0.988258286,0.797851428,0.475167918,0.993015801,1.0,False,False,True
1256.75,365.7933074,0.779021497,0.975077939,0.83612935,0.569813703,0.987328653,1.0,False,True,False
985429.0,291.4037834,0.808302024,0.988258286,0.863056921,0.607382397,0.997085547,1.0,False,False,False
970321.0,281.6340368,0.81117752,0.987931554,0.831455795,0.560946044,0.995115465,1.0,False,True,False
780042.0,234.9631177,0.771942318,0.986104478,0.895494996,0.662721481,0.98732533,1.0,False,True,False
622769.0,188.8746292,0.773144954,0.98471163,0.907805945,0.672217209,0.9964274545,1.0,False,True,False
1121923.0,317.2291083,0.704890839,0.984774483,0.789077579,0.586211987,0.994452867,1.0,False,False,True
714602.0,221.9840464,0.79300877,0.991901174,0.952389981,0.776545008,0.998570758,0.0,False,True,False
784858.0,232.6322712,0.702255266,0.988258286,0.867076644,0.57067082,0.996897266,1.0,False,False,True
563168.0,172.3984649,0.721554202,0.988258286,0.924891088,0.694023002,0.997970899,1.0,False,False,True
774095.0,236.4889997,0.714506474,0.990729881,0.92115584,0.654836902,0.996538563,1.0,False,False,True
871.47,247.1562535,0.71973777,0.987628144,0.793849306,0.468417994,0.99780369,1.0,False,False,True
751813.0,234.8926615,0.781637807,0.992146897,0.963427372,0.79472382,0.998243445,0.0,False,True,False
767708.0,233.4272613,0.721183013,0.990670864,0.912453544,0.684974195,0.994598682,1.0,False,False,True
713957.0,204.8311243,0.783899515,0.988258286,0.81235813,0.674494455,0.995589872,1.0,False,True,False
839556.0,257.0649832,0.757678832,0.988258286,0.925307858,0.803556446,0.999293598,0.0,False,True,False
792738.0,242.1760375,0.790631812,0.991028399,0.921091406,0.702539071,0.997369197,1.0,False,True,False
848013.0,245.3128489,0.650347437,0.989449004,0.825914931,0.497398653,0.9964274545,1.0,False,False,True
635556.0,196.8399161,0.793589944,0.989561655,0.946713221,0.713626152,0.99825866,1.0,False,True,False
903458.0,261.7523508,0.638713813,0.988573108,0.828447499,0.503999501,0.996254461,1.0,False,False,True
693661.0,210.5599064,0.767252776,0.988258286,0.909403346,0.639317324,0.9964274545,1.0,False,False,False
625.45,189.4602049,0.712783172,0.988258286,0.905629492,0.657257302,0.9964274545,1.0,False,False,True
977978.0,281.4373089,0.779874135,0.981477683,0.817344065,0.668662263,0.994548056,1.0,False,True,False
665734.0,203.5434635,0.779507941,0.988258286,0.922598174,0.68053942,0.99809382,1.0,False,True,False
711386.0,216.1251164,0.750286322,0.988601148,0.910960608,0.674464284,0.998813731,1.0,False,True,False
965098.0,273.160997,0.600161807,0.988413081,0.790668237,0.469688391,0.989498266,1.0,False,False,True
609442.0,186.2748616,0.713814239,0.988258286,0.92202667,0.670232143,0.998858903,1.0,False,False,True
754687.0,227.7565637,0.785081127,0.987301587,0.898892611,0.640514762,0.994491519,1.0,False,True,False
720153.0,223.6269876,0.772773777,0.991868482,0.951696834,0.757173452,0.998583237,1.0,False,True,False
760258.0,228.1894047,0.812750904,0.988258286,0.889137032,0.633954204,0.990959671,1.0,False,True,False
677189.0,212.4651379,0.781699923,0.99188675,0.971527984,0.813717786,0.99897677,0.0,False,True,False
792654.0,235.6908316,0.766321817,0.984364424,0.87260523,0.642988899,0.994944613,1.0,False,True,False
756323.0,221.1939782,0.796976108,0.991076264,0.844173528,0.520702445,0.993904791,1.0,False,True,False
793323.0,233.4463514,0.765031815,0.98461043,0.854621542,0.602756188,0.992041784,1.0,False,True,False
577697.0,174.6146253,0.784633028,0.99015919,0.901697268,0.642988899,0.994678054,1.0,False,True,False
837728.0,251.1904833,0.712216154,0.98872728,0.887360404,0.648097307,0.99444568,1.0,False,False,False
997437.0,276.266305,0.60184739,0.983220431,0.757154721,0.474566234,0.991672721,1.0,False,False,False
860619.0,254.1259195,0.775550459,0.988258286,0.860549411,0.585300816,0.99462936,1.0,False,True,False
896923.0,259.8753007,0.811536108,0.984757626,0.828551358,0.522120134,0.992534946,1.0,False,True,False
910603.0,274.975145,0.790882576,0.988201817,0.899970909,0.781790073,0.997734968,0.0,False,True,False
704813.0,209.8421226,0.678170837,0.989811105,0.87485741,0.593221571,0.99783928,1.0,False,False,True
828828.0,249.1598156,0.788964401,0.989126466,0.891922087,0.628812073,0.996013842,1.0,False,True,False
687327.0,211.3987578,0.766839265,0.988258286,0.933636449,0.720833782,0.997732026,1.0,False,True,False
1209172.0,328.2187146,0.774020913,0.988258286,0.727193959,0.541225377,0.995348521,1.0,False,True,False
867948.0,256.050094,0.704019688,0.990402185,0.85893878,0.542698528,0.9964274545,1.0,False,False,True
1038435.0,300.5452263,0.776113688,0.980918933,0.826724444,0.565440464,0.989840747,1.0,False,True,False
741738.0,222.1761101,0.70822601,0.986664291,0.885509868,0.650337853,0.996268536,1.0,False,False,True
731549.0,229.7214823,0.794460418,0.992694961,0.973231424,0.892551266,0.999390015,0.0,False,True,False
680271.0,203.8310074,0.803600453,0.988258286,0.886086934,0.612638921,0.998284319,1.0,False,True,False
1100982.0,323.3825239,0.765661123,0.981442757,0.851475979,0.555888862,0.990657063,1.0,False,True,False
1020117.0,303.7499471,0.797561002,0.9834962,0.875048646,0.621663316,0.989719935,1.0,False,True,False
809278.0,240.6438883,0.756117835,0.988258286,0.872677842,0.593899629,0.99437584,1.0,False,True,False
1671.7,506.504007,0.796800791,0.990648646,0.906043046,0.687444448,0.99615722,1.0,False,False,False
658995.0,201.5381222,0.744098712,0.986425479,0.923102489,0.700063698,0.996907629,1.0,False,False,True
851869.0,246.8418085,0.781025591,0.98800479,0.828688965,0.519629379,0.989372445,1.0,False,True,False
741226.0,232.1802944,0.771202186,0.988258286,0.968387491,0.796229686,0.9964274545,0.0,False,True,False
717474.0,217.6514427,0.736898396,0.989810849,0.908260674,0.620915294,0.998513158,1.0,False,False,True
763098.0,233.3508852,0.777581818,0.987736154,0.92290717,0.868638135,0.999517798,0.0,False,True,False
623075.0,189.9434541,0.812292168,0.990111464,0.917207834,0.65474881,0.996476905,1.0,False,True,False
1425362.0,425.5620359,0.767464321,0.988258286,0.879782154,0.679018478,0.997892013,1.0,False,True,False
799876.0,240.5327523,0.728485315,0.987546998,0.892488964,0.617610105,0.995851492,1.0,False,False,True
952913.0,274.4978015,0.624626621,0.988606939,0.818975637,0.515791837,0.987726848,1.0,False,False,True
1094556.0,321.681091,0.803202056,0.988258286,0.852461628,0.579541737,0.991661797,1.0,False,True,False
745166.0,225.5516776,0.795999681,0.988258286,0.904244356,0.678283792,0.995689514,1.0,False,True,False
732803.0,223.678224,0.805390449,0.985306286,0.919544349,0.838994849,0.9964274545,0.0,False,True,False
1518137.0,455.3761431,0.811566616,0.990699231,0.888011038,0.633339161,0.996720568,1.0,False,True,False
860356.0,241.2726922,0.63690186,0.988258286,0.776175093,0.496257546,0.9964274545,1.0,False,False,True
733184.0,222.9170091,0.766969304,0.987925579,0.912347324,0.670831493,0.9964274545,1.0,False,True,False
808541.0,237.2093489,0.724748676,0.984538953,0.849491923,0.589802583,0.992940393,1.0,False,False,True
1013706.0,290.7016599,0.748925223,0.978880302,0.811653628,0.547862414,0.986767478,1.0,False,False,True
692668.0,211.1607181,0.794050291,0.988372093,0.917224733,0.690965732,0.996614386,1.0,False,True,False
681059.0,208.3349775,0.767303667,0.989980833,0.923537751,0.678068698,0.995718427,1.0,False,True,False
684.17,211.4951027,0.749989326,0.988258286,0.943131656,0.813260453,0.998972165,0.0,True,False,False
777273.0,236.1091278,0.733769063,0.98982683,0.910705869,0.699490579,0.997520526,1.0,False,False,True
898497.0,266.084632,0.75650636,0.985520346,0.865577715,0.730041006,0.994007207,1.0,False,True,False
616194.0,185.6140858,0.795244813,0.984106779,0.89554348,0.705217152,0.997553749,1.0,False,True,False
872803.0,268.2719987,0.786511382,0.990658628,0.932433728,0.698839281,0.996596003,1.0,False,True,False
989284.0,277.9342425,0.616734267,0.986985521,0.779007948,0.477056034,0.996922248,1.0,False,False,True
633967.0,193.0188134,0.772506468,0.988547297,0.91488335,0.693936635,0.996820908,1.0,False,True,False
726133.0,226.9669552,0.758568322,0.988258286,0.964256688,0.823883138,0.998783639,0.0,False,True,False
743739.0,223.8915829,0.716339156,0.985901385,0.894404896,0.652449101,0.997043458,1.0,False,False,True
1198651.0,328.1411206,0.681898081,0.974465633,0.739665828,0.615036744,0.986479956,1.0,False,False,True
848981.0,248.9655549,0.643431139,0.98989406,0.848754977,0.555177224,0.996367433,1.0,False,False,True
578382.0,171.1941233,0.781994225,0.988258286,0.864665065,0.705887642,0.996775863,1.0,False,True,False
1362228.0,406.9524144,0.751536933,0.986424996,0.88082047,0.699122771,0.991701393,1.0,False,True,False
667908.0,209.6509059,0.78580046,0.991128338,0.972433566,0.870108747,0.999379565,0.0,False,True,False
1055572.0,298.1655211,0.688395938,0.984226774,0.78747879,0.587363409,0.997381971,1.0,False,False,True
787501.0,234.9251824,0.789400838,0.986167357,0.878327869,0.642301546,0.991459041,1.0,False,False,False
738378.0,226.0281769,0.7746139,0.990545078,0.92484172,0.672432567,0.997497136,1.0,False,True,False
1074366.0,310.3555567,0.788513654,0.988914743,0.823596106,0.546077472,0.989300815,1.0,False,True,False
1591722.0,473.1421808,0.732494001,0.983570058,0.872064569,0.60939909,0.9964274545,1.0,False,False,True
933642.0,265.3946842,0.808261009,0.990669771,0.797486655,0.487726404,0.990994037,1.0,False,True,False
674024.0,208.8568572,0.737869096,0.988259728,0.947646802,0.796622363,0.9964274545,0.0,True,False,False
827325.0,238.7155401,0.751948925,0.982245144,0.821691573,0.801886292,0.997681608,0.0,False,True,False
757765.0,230.7969878,0.773966774,0.988937216,0.915568694,0.719459343,0.997941107,1.0,False,True,False
749899.0,223.1282427,0.725252713,0.988822577,0.873782387,0.605689099,0.998167174,1.0,False,False,True
979426.0,276.6025384,0.814227642,0.977200286,0.787170501,0.542091002,0.981665445,1.0,False,True,False
772915.0,237.8606155,0.783703704,0.989820239,0.934719603,0.774195445,0.998828213,0.0,False,True,False
1044.55,296.8731064,0.653438055,0.988258286,0.797228824,0.512606696,0.9964274545,1.0,False,False,True
1581568.0,464.0986615,0.683992399,0.988581046,0.849854618,0.614877777,0.993291932,1.0,False,False,True
670265.0,202.042899,0.768406672,0.990056511,0.896796375,0.608432284,0.997790436,1.0,False,True,False
712437.0,215.1301564,0.713061048,0.99124625,0.899931387,0.623154941,0.9964274545,1.0,False,False,True
662.16,203.8559921,0.791824357,0.988551352,0.935450527,0.728021815,0.99699557,1.0,False,True,False
961198.0,280.2994695,0.779473252,0.988339873,0.839302622,0.581916782,0.996921063,1.0,False,True,False
737717.0,224.2864712,0.773321589,0.987058735,0.912276145,0.733494786,0.998989879,1.0,False,True,False
854937.0,255.6768756,0.803738318,0.989286678,0.88270263,0.611477923,0.997947238,1.0,False,True,False
1118121.0,314.1902849,0.673573464,0.977803282,0.77930532,0.601002993,0.996772036,1.0,False,False,True
807981.0,244.0613972,0.774578628,0.98934168,0.900524712,0.61723856,0.997175787,1.0,False,True,False
822101.0,245.5540778,0.688628763,0.988911627,0.88052906,0.620149675,0.995834378,1.0,False,False,True
757856.0,221.7745936,0.684377436,0.985056738,0.845181424,0.550808583,0.992127279,1.0,False,False,True
1093388.0,301.6868946,0.720413202,0.979756031,0.751387608,0.657451885,0.998002634,1.0,False,False,True
711303.0,211.7447929,0.71874107,0.987520682,0.87461303,0.616435073,0.997105285,1.0,False,False,True
621925.0,186.0012498,0.773866484,0.985635519,0.882786006,0.603762659,0.993501963,1.0,False,True,False
706425.0,220.7589564,0.752812525,0.988258286,0.963838543,0.826938011,0.998974478,0.0,False,True,False
773551.0,238.58216,0.78089083,0.990648821,0.93885338,0.799752546,0.998784666,0.0,False,True,False
756529.0,227.915833,0.799615852,0.989066402,0.895772193,0.680492546,0.997065957,1.0,False,True,False
774785.0,239.7294586,0.769101009,0.988258286,0.944887593,0.771438324,0.99895793,0.0,False,True,False
781776.0,236.7661096,0.713604979,0.988837732,0.905261716,0.670916898,0.997038743,1.0,False,False,True
671731.0,211.2782649,0.7777063,0.992779068,0.976379396,0.843596175,0.998620705,0.0,False,True,False
1015699.0,294.7986404,0.797569526,0.983317486,0.831420346,0.555327641,0.990029682,1.0,False,True,False
932685.0,266.3142173,0.732048047,0.989027183,0.804671214,0.472134595,0.99616842,1.0,False,False,True
700229.0,215.8893392,0.780012785,0.988258286,0.93817089,0.764654582,0.999428038,1.0,False,True,False
626458.0,190.4522201,0.780236635,0.986802452,0.912195458,0.7287906,0.997976739,1.0,False,True,False
1121.69,314.9795209,0.696127217,0.983242691,0.778249204,0.610174534,0.998344328,1.0,False,False,True
647564.0,198.1839889,0.741093093,0.989225244,0.924424575,0.673589198,0.996706171,1.0,False,False,True
1004942.0,286.6394038,0.697923426,0.983059626,0.802951908,0.594947036,0.997541344,1.0,False,False,True
719216.0,219.6545909,0.815556129,0.99108147,0.920580209,0.674043531,0.9968463,1.0,False,True,False
862071.0,248.645717,0.783278488,0.98279596,0.821061408,0.540497362,0.989904417,1.0,False,True,False
1175934.0,337.8982239,0.774558835,0.981523845,0.814902534,0.544829986,0.987086813,1.0,False,True,False
1111913.0,312.8358745,0.760337119,0.983292823,0.781252158,0.56684635,0.998241676,1.0,False,True,False
592.4,180.6887058,0.801888858,0.985510588,0.918188101,0.694317009,0.996737989,1.0,False,True,False
696847.0,212.4351723,0.764307586,0.990664654,0.917228884,0.672812446,0.998322058,1.0,False,True,False
688958.0,209.5445989,0.719282511,0.988534082,0.912992465,0.685847717,0.9964274545,1.0,False,False,True
1045614.0,290.0746603,0.72976435,0.981188663,0.759585299,0.654329277,0.994973063,1.0,False,False,True
983841.0,289.6595696,0.8185556,0.986393438,0.855511148,0.678128972,0.994696418,1.0,False,True,False
724509.0,214.9021749,0.780647383,0.987369338,0.868347978,0.782939452,0.997766845,0.0,False,True,False
1044.34,292.7333959,0.599848485,0.987499083,0.775461895,0.475166741,0.994774271,1.0,False,False,True
693987.0,208.8202766,0.714765731,0.988258286,0.893598453,0.602812499,0.998644817,1.0,False,False,True
664.41,201.4212125,0.797118127,0.989964893,0.907063803,0.623082711,0.998003826,1.0,False,True,False
760734.0,226.9164613,0.691973376,0.988173488,0.878144724,0.673142018,0.992092631,1.0,False,False,True
720442.0,222.80846,0.763746058,0.988258286,0.943984912,0.896540412,0.999174954,0.0,False,True,False
680437.0,211.6305135,0.79536924,0.990901152,0.954729791,0.805565522,0.9964274545,0.0,False,True,False
809906.0,243.350867,0.745966319,0.989427332,0.89103817,0.696647563,0.996720489,1.0,False,False,True
1116142.0,322.5191124,0.737142238,0.988258286,0.824084519,0.551886228,0.986715004,1.0,False,False,True
918039.0,269.9209388,0.736258363,0.978321081,0.853199583,0.564968164,0.989167984,1.0,False,False,True
996603.0,284.2306266,0.791196459,0.984911987,0.802781046,0.575653997,0.99364825,1.0,False,True,False
779989.0,233.348157,0.685583289,0.988672092,0.883347409,0.63710443,0.997293749,1.0,False,False,True
691605.0,210.4964041,0.727424749,0.988299443,0.91426661,0.693333266,0.99708337,1.0,False,False,True
595703.0,182.0995626,0.742248062,0.989025178,0.922269775,0.673322551,0.99689677,1.0,False,False,True
755903.0,229.0637502,0.777664553,0.98742063,0.906317447,0.661237274,0.996142141,1.0,False,True,False
1081377.0,286.6305198,0.815030946,0.980951367,0.6934104,0.549683416,0.996010122,1.0,False,True,False
944279.0,274.8802058,0.714893207,0.977113314,0.836346064,0.598124404,0.990020584,1.0,False,False,True
985501.0,278.0853772,0.789353296,0.988258286,0.785854079,0.659437863,0.9964274545,1.0,False,True,False
677413.0,212.4171909,0.767454955,0.99196641,0.97044743,0.821020577,0.9964274545,0.0,False,True,False
1150237.0,340.3667429,0.812291321,0.988258286,0.864210057,0.576393235,0.995462157,1.0,False,True,False
971678.0,265.7686282,0.665574872,0.984821587,0.738350265,0.487072328,0.993304683,1.0,False,False,True
1069108.0,309.4887146,0.768856547,0.976872833,0.827077528,0.562361796,0.98381994,1.0,False,False,False
871576.0,247.2386647,0.826089201,0.987250406,0.794185582,0.475174088,0.99249138,1.0,False,True,False
620189.0,188.7566216,0.788364558,0.988258286,0.914231158,0.671742146,0.998493458,1.0,False,True,False
766.11,238.608842,0.788349994,0.990782593,0.957393664,0.838369307,0.999249624,0.0,False,True,False
713931.0,220.4299605,0.821748493,0.988258286,0.940867595,0.683180265,0.997559403,1.0,False,True,False
607147.0,184.547784,0.760909143,0.986829484,0.911863239,0.701332606,0.995832044,1.0,False,True,False
739.16,229.4275398,0.744185628,0.990630691,0.950854198,0.807627836,0.997635806,0.0,True,False,False
641105.0,199.1773023,0.781313473,0.989959967,0.952623101,0.882132064,0.999348898,0.0,False,True,False
948396.0,266.3046552,0.736759259,0.978480079,0.778176004,0.703669638,0.998295618,1.0,False,False,True
643788.0,196.8593204,0.704560185,0.987348753,0.922839029,0.724115869,0.9964274545,1.0,False,False,True
719.97,223.0882949,0.783420852,0.990321763,0.947598823,0.76992165,0.999114289,0.0,False,True,False
1090694.0,319.861163,0.782637915,0.981866836,0.848822575,0.642988899,0.9872674,1.0,False,True,False
720748.0,219.7096513,0.748499566,0.989146599,0.917130471,0.668075977,0.995565706,1.0,False,False,True
800164.0,240.4030286,0.795998176,0.987963608,0.890884901,0.625695989,0.994813515,1.0,False,True,False
751.95,222.7913158,0.778901099,0.984717977,0.866399783,0.628745581,0.996945558,1.0,False,True,False
738726.0,226.0338099,0.75409682,0.990496643,0.924016628,0.670089505,0.996970953,1.0,False,True,False
933139.0,263.7681339,0.602153263,0.98612214,0.78859082,0.483195183,0.9964274545,1.0,False,False,True
579246.0,174.4906222,0.737236404,0.985331081,0.895607746,0.655076969,0.998166127,1.0,False,False,True
1642.56,477.5617381,0.799352029,0.988258286,0.834288599,0.595021498,0.995935638,1.0,False,True,False
957302.0,270.853311,0.772659613,0.987979904,0.790078258,0.483265675,0.993652247,1.0,False,False,False
632379.0,190.6259599,0.787071509,0.988056084,0.896827576,0.655767347,0.998382626,1.0,False,True,False
1073575.0,311.2731644,0.714052472,0.986300305,0.829694722,0.650882519,0.997906956,1.0,False,False,True
738928.0,229.1082135,0.742115495,0.991128741,0.948804675,0.743043747,0.999272636,1.0,False,False,True
814364.0,243.5574478,0.734950782,0.988258286,0.882806334,0.621805455,0.996769495,1.0,False,False,True
911589.0,264.2913571,0.691838176,0.989038725,0.829597654,0.510969956,0.995144942,1.0,False,False,True
641826.0,201.0542441,0.775589974,0.988258286,0.968482156,0.836881394,0.99897767,0.0,False,True,False
816487.0,243.0262594,0.806534061,0.983942814,0.874394871,0.613634937,0.991171101,1.0,False,True,False
721759.0,223.4504168,0.738679174,0.988258286,0.945970661,0.75507991,0.998105237,1.0,False,False,True
607729.0,187.7386936,0.734309512,0.988325181,0.941862285,0.722855222,0.998751114,1.0,False,False,True
638975.0,194.2451561,0.724778047,0.989878745,0.912078897,0.649996738,0.998766447,1.0,False,False,True
1073039.0,313.2222851,0.71038463,0.987567928,0.840957482,0.591103118,0.993389024,1.0,False,False,True
600063.0,181.7356151,0.690132227,0.987738938,0.905286696,0.647439359,0.997999025,1.0,False,False,True
782176.0,239.4637538,0.791163812,0.988650832,0.925060944,0.877878564,0.998767137,0.0,False,True,False
682571.0,210.9073179,0.786846847,0.988204679,0.942296065,0.826264588,0.998232742,0.0,False,True,False
1154664.0,336.0695074,0.76481036,0.987487337,0.83607784,0.543324707,0.9964274545,1.0,False,True,False
931202.0,262.6652455,0.769133595,0.982289174,0.785266682,0.55122228,0.99719843,1.0,False,True,False
754.79,234.8791098,0.765854779,0.9913515,0.95573228,0.783895746,0.998959817,0.0,False,True,False
1403006.0,420.3526666,0.823700142,0.990245747,0.885948143,0.642988899,0.993623053,1.0,False,True,False
1088405.0,316.8475842,0.734576758,0.989074123,0.836410526,0.664649526,0.996878123,1.0,False,False,True
1065.27,308.446114,0.771435356,0.981286196,0.827444662,0.563714117,0.989037141,1.0,False,True,False
612295.0,187.9759129,0.729260281,0.986843041,0.930213686,0.745755501,0.998047355,1.0,False,False,False
674023.0,207.4346413,0.753410915,0.992044854,0.934787469,0.670477664,0.998698607,1.0,False,True,False
573619.0,171.7361954,0.788534858,0.987214456,0.884659945,0.617446079,0.998323051,1.0,False,True,False
1111113.0,318.9542908,0.755526978,0.965839035,0.813280175,0.528115731,0.976729327,1.0,False,True,False
742158.0,225.2579462,0.771159875,0.988834301,0.909216355,0.640428295,0.995808392,1.0,False,True,False
621151.0,189.5609834,0.729231803,0.990871428,0.919185731,0.656904629,0.997411592,1.0,False,False,True
791577.0,219.1961849,0.79687467,0.970401419,0.756796985,0.543267307,0.974729001,1.0,False,True,False
991978.0,279.476081,0.644956106,0.980453267,0.783402501,0.477872566,0.989845299,1.0,False,False,True
786336.0,236.1199127,0.79265776,0.99018588,0.889915263,0.62746293,0.9964274545,1.0,False,True,False
798584.0,238.4860802,0.74624123,0.983270966,0.880206573,0.626411127,0.988223213,1.0,False,False,True
707857.0,217.3646085,0.736664483,0.99274994,0.930649931,0.668382277,0.998768289,1.0,False,False,True
1071572.0,304.1039425,0.716641013,0.984253676,0.794879199,0.635224118,0.99483606,1.0,False,False,True
820.51,243.9048406,0.711091833,0.988258286,0.872113135,0.657667506,0.997360528,1.0,False,False,True
742829.0,224.7118313,0.736499034,0.988258286,0.903179191,0.642807689,0.9964274545,1.0,False,False,True
690992.0,215.4967886,0.785531218,0.989554506,0.9599206,0.858074613,0.999349188,0.0,False,True,False
799353.0,241.8630142,0.786793164,0.991326112,0.903569263,0.630691529,0.997629335,1.0,False,True,False
597217.0,181.8021599,0.709747095,0.984600797,0.914604848,0.696231079,0.997760872,1.0,False,False,True
760103.0,229.7658183,0.793307313,0.99125009,0.901832106,0.655981903,0.997499096,1.0,False,True,False
853978.0,254.6314539,0.794195168,0.985619169,0.877466369,0.616031534,0.990781466,1.0,False,True,False
819082.0,243.1833817,0.68859337,0.987540663,0.86998701,0.605988159,0.997945469,1.0,False,False,True
